Cc,Sucursal,GRABADOR,ALARMA,CONTROL,SINCROBACK
1475,Tekax,192.169.27.66,192.169.27.73,192.169.27.74,192.169.27.75
2219,Tequisquiapan ,192.169.25.162,192.169.25.169,192.169.25.170,192.169.25.171
2251,San Quintin ,192.169.29.208,192.169.29.217,192.169.29.218,192.169.29.219
2518,Yuejat,192.169.36.210,192.169.36.217,192.169.36.218,192.169.36.219
2441,San Fernando ,192.169.36.242,192.169.36.249,192.169.36.250,192.169.36.251
2302,Metapa de Dominguez ,192.169.33.226,192.169.33.233,192.169.33.234,192.169.33.235
2110,Tamazunchale ,192.169.29.34,192.169.29.41,192.169.29.42,192.169.29.43
2257,Tenosique ,192.169.31.2,192.169.31.9,192.169.31.10,192.169.31.11
1970,Villa Hidalgo ,192.169.24.162,192.169.24.169,192.169.24.170,192.169.24.171
2148,Valladolid ,192.169.29.178,192.169.29.185,192.169.29.186,192.169.29.187
2131,Ciudad Cuauhtemoc,192.169.29.114,192.169.29.121,192.169.29.122,192.169.29.123
2534,Cocula,192.169.38.194,192.169.38.201,192.169.38.202,192.169.38.203
2485,Arriaga,192.169.31.114,192.169.31.121,192.169.31.122,192.169.31.123
2547,Rio Lagartos,192.169.39.146,192.169.39.153,192.169.39.154,192.169.39.155
2270,J ose Cardel Campos ,192.169.33.178,192.169.33.185,192.169.33.186,192.169.33.187
2407,Jalapa Tabasco,192.169.26.130,192.169.26.137,192.169.26.138,192.169.26.139
2413, Buenavista,192.169.34.18,192.169.34.25,192.169.34.26,192.169.34.27
2069,Ciudad Hidalgo ,192.169.28.66,192.169.28.73,192.169.28.74,192.169.28.75
2141,San Felipe,192.169.29.162,192.169.29.169,192169.29.170,192169.29.171
1792,Laguna,192.169.22.130,192.169.22.137,192.169.22.138,192.169.22.139
2458,San Francisco Ixhuatan,192.169.37.162,192.169.37.169,192.169.37.170,192.169.37.171
2269,Nogales ,192.169.33.146,192.169.33.153,192.169.33.154,192.169.33.155
2320,Zongolica ,192.169.35.66,192.169.35.73,192.169.35.74,192.169.35.75
2060,Mochitlan,192.169.28.2,192.169.28.9,192.169.28.10,192.169.28.11
2532,Mapastepec,192.169.38.178,192.169.38.185,192.169.38.186,192.169.38.187
2244,La Amistad Suchiapa ,192.169.31.130,192.169.31.137,192.169.31.138,192.169.31.139
2499,Tihuatlán ,192.169.33.194,192.169.33.201,192.169.33.202,192.169.33.203
2071,Benito Juárez,192.169.28.82,192.169.28.89,192.169.28.90,192.169.28.91
2498,Ozuluama,192.169.33.162,192.169.33.169,192.169.33.170,192.169.33.171
1962,Ojo Caliente ,192.169.22.18,192.169.22.25,192.169.22.26,192.169.22.27
1999,Jardines Ajusco,192.169.57.210,192.169.57.217,192.169.57.218,192.169.57.219
2287,Xoxocotlan ,192.169.32.18,192.169.32.25,192.169.32.26,192.169.32.27
2006,San Pedro la Gloria,192.169.41.146,192.169.41.153,192.169.41.154,192.169.41.155
2241,Villa de Hidalgo,192.169.40.98,192.169.40.105,192.169.40.106,192.169.40.107
2494,Maclovio Rojas ,192.169.32.178,192.169.32.185,192.169.32.186,192.169.32.187
2519,Dziuche,192.169.26.194,192.169.26.201,192.169.26.202,192.169.26.203
2408,Sn Lorenzo Tacotlapan,192.169.33.98,192.169.33.105,192.169.33.106,192.169.33.107
1627,Mexicali ,192.169.16.162,192.169.16.169,192.169.16.170,192.169.16.171
2531,Cintalapa,192.169.38.162,192.169.38.169,192.169.38.170,192.169.38.171
2410,San Antonio Motozintla,192.169.33.242,192.169.33.249,192.169.33.250,192.169.33.251
2582,Apatitlan,192.169.58.162,192.169.58.169,192.169.58.169,192.169.58.170
2463,La Bomba Ixhuatlan ,192.169.58.194,192.169.58.201,192.169.58.202,192.169.58.203
2235,Estacion Juanita ,192.169.33.114,192.169.33.121,192.169.33.122,192.169.33.123
2548,Ecatepec Adolfo Lopez Mateos,192.169.39.178,192.169.39.185,192.169.39.186,192.169.39.187
1731,Villa  Tututepec,192.169.18.98,192.169.18.105,192.169.18.106,192.169.18.107
2594,Las Tunas ,192.169.58.82,192.169.58.89,192.169.58.90,192.169.58.91
952,Mercado Villahermosa,192.169.26.2,192.169.26.9,19.169.26.10,19.169.26.11
2596,Tepeojuma,192.169.58.114,192.169.58.121,192.169.58.122,192.169.58.123
2598,Yehualtepec,192.169.58.130,192.169.58.137,192.169.58.138,192.169.58.139
2482,Buctzotz,192.169.31.50,192.169.31.57,192.169.31.58,192.169.31.59
2301,Jaltenango de la Paz,192.169.33.210,192.169.33.217,192.169.33.218,192.169.33.219
2484,Progreso de Castro,192.169.31.82,192.169.31.89,192.169.31.90,192.169.31.91
2129,Alamo,192.169.29.82,192.169.29.89,192.169.29.90,192.169.29.91
2388,San Miguel Topilejo,192.169.9.34,192.169.9.48,192.169.9.49,192.169.9.50
2595,Benito Juárez,192.169.58.98,192.169.58.105,192.168.58.106,192.168.58.107
2003,San Martin Cuautlalpan,192.169.59.50,192.169.59.57,192.169.59.58,192.169.59.59
1734,Parajes Huayacocotla,192.169.27.162,192.169.27.169,192.169.27.170,192.169.27.171
3041,Chimalhuacan ,192.169.59.98,192.169.59.105,192.169.59.106,192.169.59.107
2483,Peto Centro,192.169.31.66,192.169.31.73,192.169.31.74,192.169.31.75
2080,Itzicuaro,192.169.28.146,192.169.28.153,192.169.28.154,192.169.28.155
1121,Epitacio Huerta,192.169.10.50,192.169.10.57,192.169.10.58,192.169.10.59
2988,Capulhuac de Mirafuentes,192.169.59.130,192.169.59.137,192.169.59.138,192.169.59.139
2581,Yuriria,192.169.58.2,192.169.58.9,192.169.58.10,192.169.58.11
1621,La Piedad,192.169.18.114,192.169.18.121,192.169.18.122,192.169.18.123
2479,Playas de rosarito,192.169.29.226,192.169.29.233,192.169.29.234,192.169.29.235
1806,Tunititlan,192.169.19.98,192.169.19.105,192.169.19.106,192.169.19.107
1634,Tecozautla,192.169.18.2,192.169.18.9,192.169.18.10,192.169.18.11
1812,Tlaxcoapan,192.169.22.146,192.169.22.153,192.169.22.154,192.169.22.155
1571,San José de Gracia,192.169.17.98,192.169.17.105,192.169.17.106,192.169.17.107
1570,Rincon de Romo,192.169.17.34,192.169.17.41,192.169.17.42,192.169.17.43
1805,Atotonilco el Grande ,192.169.18.194,192.169.18.201,192.169.18.202,192.169.18.203
1807,Lolotla,192.169.21.66,192.169.21.73,192.169.21.74,192.169.21.75
1391,Acambay Urbana,192.169.10.98,192.169.10.105,192.169.10.106,192.169.10.107
1568,Cosio,192.169.15.242,192.169.15.248,192.169.15.249,192.169.15.250
2107,Cozumel Telecom ,192.169.22.194,192.169.22.201,192.169.22.202,192.169.22.203
2106,Cancun SEDENA,192.169.19.34,192.169.19.41,192.169.19.42,192.169.19.43
1145,Charcas,192.169.4.18,192.169.4.25,192.169.4.26,192.169.4.27
1369,Nuevo Laredo Periferia,192.169.12.82,192.169.12.89,192.169.12.90,192.169.12.91
1546,Sn Salvador El Seco Sur,192.169.14.162,192.169.14.169,192.169.14.170,192.169.14.171
1712,Esperanza Centro,192.169.16.50,192.169.16.57,192.169.16.58,192.169.16.59
1505,Tlalancaleca,192.169.3.242,192.169.3.249,192.169.3.250,192.169.3.251
1147,Tancanhuitz,192.169.4.34,192.169.4.41,192.169.4.42,192.169.4.43
1886,Guadalupe Victoria,192.169.20.82,192.169.20.89,192.169.20.250,192.169.20.251
1503,Juan Galindo Nuevo Necaxa ,192.169.11.178,192.169.11.185,192.169.11.186,192.169.11.187
1495,Yecaplixta SAN MARCOS,192.169.13.82,192.169.13.89,192.169.13.90,192.169.13.91
1403,"Mazatepec, Justo Sierra",192.169.12.2,192.169.12.9,192.169.12.10,192.169.12.11
1357,Coxcatlan,192.169.11.18,192.169.11.25,192.169.11.26,192.169.11.27
2359,Iztacalco 3,192.169.6.226,192.169.6.240,192.169.6.241,192.169.6.242
1834,Huitsilac,192.169.20.162,192.169.20.169,192.169.20.170,192.169.20.171
2360,Ramos Millan,192.169.7.2,192.169.7.16,192.169.7.17,192.169.7.18
1638,Temixco,192.169.18.18,192.169.18.25,192.169.18.26,192.169.18.27
1162,Tenabo,192.169.4.50,192.169.4.57,192.169.4.58,192.169.4.59
2370,Santa Cecilia,192.169.8.194,192.169.8.208,192.169.8.209,192.169.8.210
2366,Ermita Zaragoza,192.169.7.226,192.169.7.240,192.169.7.241,192.169.7.242
1720,Matlapa,192.169.16.146,192.169.16.153,192.0169.16.154,192.0169.16.155
1723,Venado,192.169.16.34,192.169.16.41,192.169.16.42,192.169.16.43
2361,Granjas Mexico,192.169.7.34,191.168.7.148,191.168.7.149,191.168.7.150
2369,Tlahuac,192.169.8.162,192.169.8.176,192.169.8.177,192.169.8.178
2365,Chinampac de Juarez,192.169.7.194,192.169.7.208,192.169.7.209,192.169.7.210
2363,Leyes de Reforma,192.169.7.130,192.169.7.144,192.169.7.145,192.169.7.146
2364,Lomas de Zaragoza,192.169.7.162,192.169.7.176,192.169.7.177,192.169.7.178
2362,San Andres Tetepilco ,192.169.7.66,192.169.7.80,192.169.7.81,192.169.7.82
1237,Ajacuba DICONSA,192.169.10.162,192.169.10.169,192.169.10.170,192.169.10.171
1489,Tolcayuca ,192.169.13.34,192.169.13.41,192.169.13.42,192.169.13.43
1562,Guadalajara SEDENA,192.169.13.242,192.169.13.249,192.169.13.250,192.169.13.251
1452,Mineral de la reforma,192.169.14.18,192.169.14.25,192.169.14.26,192.169.14.27
1241,Dr. Arroyo IMSS,192.169.4.2,192.169.4.9,192.169.4.10,192.169.4.11
1916,Ixtacuixtla,192.169.20.226,192.169.20.133,192.169.20.134,192.169.20.135
2103,San Miguel,192.169.23.130,192.169.23.137,192.169.23.138,192.169.23.139
2125,Santa Cruz Quilehtla,192.169.22.242,192.169.22.249,192.169.22.250,192.169.22.251
2009,Tecamachalco,192.169.21.18,192.169.21.25,192.169.21.26,192.169.21.27
2122,Santiago Coaula,192.169.19.2,192.169.19.9,192.169.19.10,192.169.19.11
2010,Sta. Cruz Atizapan,192.169.21.50,192.169.21.57,192.169.21.58,192.169.21.59
1813,Tula San Lorenzo,192.169.24.34,192.169.24.41,192.169.24.42,192.169.24.43
1397,Temascaltepec,192.169.12.226,192.169.12.233,192.169.12.234,192.169.12.235
1918,Tepetitla de Lardizabal,192.169.23.162,192.169.23.169,192.169.23.170,192.169.23.171
1909,Altlzanyanca las Palmas ,192.169.18.162,192.169.18.169,192.169.18.170,192.169.18.171
1952,Uman,192.169.24.66,192.169.24.73,192.169.24.74,192.169.24.75
1500,Hueyapan,192.169.11.146,192.169.11.153,192.169.11.154,192.169.11.155
1436,Dzitbalche,192.169.13.162,192.169.13.169,192.169.13.170,192.169.13.171
1588,Chicoloapan,192.169.15.194,192.169.15.201,192.169.15.202,192.169.15.203
1898,Tulcingo,192.169.24.50,192.169.24.57,192.169.24.58,192.169.24.59
1899,Xicotepec,192.169.24.178,192.169.24.185,192.169.24.186,192.169.24.187
2233,Xaloztoc,192.169.25.66,192.169.25.73,192.169.25.74,192.169.25.75
1392,Aculco el Parque,192.169.10.130,192.169.10.137,192.169.10.138,192.169.10.139
2521,Heroes de Padierna ,192.169.37.18,192.169.37.25,192.169.37.26,192.169.37.27
1544,San Nicolas Ecocentro,192.169.14.146,192.169.14.153,192.169.14.154,192.169.14.155
1576,Candelaria ,192.169.15.162,192.169.15.169,192.169.15.170,192.169.15.171
1636,San Salvador ,192.169.17.146,192.169.17.153,192.169.17.154,192.169.17.155
2391,Tlaxialtelco,192.169.9.194,192.169.9.208,192.169.9.209,192.169.9.210
1642,Galena ,192.169.10.2,192.169.10.9,192.169.10.10,192.169.10.11
1507,Tecomatlan ,192.169.10.82,192.169.10.89,192.169.10.90,192.169.10.91
1622,Tecamac,192.169.17.242,192.169.17.249,192.169.17.250,192.169.17.251
2389,Nativitas ,192.169.9.130,192.169.9.144,192.169.9.145,192.169.9.146
2375,Santa Maria Tepepan,192.169.4.162,192.169.4.176,192.169.4.177,192.169.4.178
1758,Cuauhtemoc,192.169.19.226,192.169.19.233,192.169.19.234,192.169.19.235
2390,San Marcos ,192.169.9.162,192.169.9.176,192.169.9.177,192.169.9.178
2382,Guelatao,192.169.7.98,192.169.7.12,192.169.7.13,192.169.7.14
2520,San Miguel Zapotitla ,192.169.37.2,192.169.37.9,192.169.37.10,192.169.37.11
1781,El Carmen Tejupilco ,192.169.23.82,192.169.23.89,192.169.23.90,192.169.23.91
2154,Colomo,192.169.21.130,192.169.21.137,192.169.21.138,192.169.21.139
2001,Tecoman,192.169.21.194,192.169.21.201,192.169.21.202,192.169.21.203
2525,San Bartolome ,192.169.37.210,192.169.37.217,192.169.37.218,192.169.37.219
2526,Cuajimalpa,192.169.37.226,192.169.37.233,192.169.37.234,192.169.37.235
1479,Hecelchakan San Francisco ,192.169.11.114,192.169.11.121,192.169.11.122,192.169.11.123
2527,Jardin Balbuena ,192.169.37.242,192.169.37.249,192.169.37.250,192.169.37.251
2522,Luis Gonzaga Urbina,192.169.37.34,192.169.37.41,192.169.37.42,192.169.37.43
1538,San Diego CONAGUA,199.169.14.66,199.169.14.73,199.169.14.74,199.169.14.75
1897,Tlahuapan ,192.169.29.18,192.169.29.25,192.169.29.26,192.169.29.27
1536,Ayotlan SADER ,192.169.13.130,192.169.13.137,192.169.13.138,192.169.13.139
1969,Villa de Cos ,192.169.24.146,192.169.24.153,192.169.24.154,192.169.24.155
2317,Tzompantepec,192.169.35.50,192.169.35.57,192.169.35.58,192.169.35.59
2546,La Magdalena Tlaltelulco ,192.169.39.130,192.169.39.137,192.169.39.138,192.169.39.139
1641,Santiago Ixcuintla,192.169.17.210,192.169.17.217,192.169.17.218,192.169.17.219
2184,San Agustin Tlaxiaca ,192.169.30.82,192.169.30.89,192.169.30.90,192.169.30.91
2316,Tepanyaco,192.169.35.18,192.169.35.25,192.169.35.26,192.169.35.27
1366,Tizapan el Alto ,192.169.14.210,192.169.14.217,192.169.14.218,192.169.14.219
1624,Pueblo Nuevo ,192.169.18.146,192.169.18.153,192.169.18.154,192.169.18.155
1331,Calkini,192.169.10.178,192.169.10.185,192.169.10.186,192.169.10.187
1573,Ameca SEDENA,192.169.15.66,192.169.15.73,192.169.15.74,192.169.15.75
1783,Tenango del valle ,192.169.23.98,192.169.23.105,192.169.23.106,192.169.23.107
2123,Sn Idelfonso,192.169.29.66,192.169.29.73,192.169.29.74,192.169.29.75
2337,Xonacatepec,192.169.32.82,192.169.32.89,192.169.32.90,192.169.32.91
2544,Teolocholco,192.169.39.98,192.169.39.98105,192.169.39.98106,192.169.39.98107
2492,Amozoc,192.169.32.66,192.169.32.73,192.169.32.74,192.169.32.75
2510,Tepetlaoxtoc,192.169.35.242,192.169.35.249,192.169.35.250,192.169.35.251
2023,Xalatlaco,192.169.23.242,192.169.23.249,192.169.23.250,192.169.23.251
2020,El Puente Temoaya ,192.169.27.210,192.169.27.217,192.169.27.218,192.169.27.219
2318,Tlaxco,192.169.35.34,192.169.35.41,192.169.35.42,192.169.35.43
1523,Tixkokob,192.169.13.18,192.169.13.25,192.169.13.26,192.169.13.27
1841,Villa Aldama,192.168.228.19,192.168.228.137,192.168.228.38,192.168.228.39
2326,Tecali ,192.169.36.66,192.169.36.73,192.169.36.74,192.169.36.75
2099,San Gregorio ,192.169.28.242,192.169.28.249,192.169.28.250,192.169.28.251
2216,Ixmiquilpan ,192.169.31.194,192.169.31.201,192.169.31.202,192.169.31.203
1218,Huamantla SADER ,192.169.11.130,192.169.11.137,192.169.11.138,192.169.11.139
2232,San Jose Teacalco ,192.169.25.50,192.169.25.57,192.169.25.58,192.169.25.59
1648,Sabinas NL,192.169.17.50,192.169.17.57,192.169.17.58,192.169.17.59
1809,Tepatepec,192.169.28.34,192.169.28.41,192.169.28.42,192.169.28.43
2545,Papalotla,192.169.39.114,192.169.39.121,192.169.39.122,192.169.39.123
2439,Acala,192.169.36.226,192.169.36.233,192.169.36.234,192.169.36.235
2319,San Pablo del Monte ,192.169.35.2,192.169.35.9,192.169.35.10,192.169.35.11
2192,Bajos de Chila ,192.169.30.178,192.169.30.185,192.169.30.186,192.169.30.187
1980,Zapopan ,192.169.15.2,192.169.15.9,192.169.15.10,192.169.15.11
2313,Cardenas ,192.169.34.242,192.169.34.249,192.169.34.250,192.169.34.251
2426,Amanaico ,192.169..35.178,192.169.35.185,192.169.35.186,192.169.35.187
2508,Tasquillo,192.169.35.162,192.169.35.169,192.169.35.170,192.169.35.171
2515,San Juan Xiutetelco ,192.169.36.130,192.169.36.137,192.169.36.138,192.169.36.139
2422,Parque Almoloya ,192.169.35.194,192.169.35.201,192.169.35.202,192.169.35.203
1635,Tezontepec ,192.169.18.50,192.169.18.57,192.169.18.58,192.169.18.59
2401, Yaonahuac,192.169.32.98,192.169.32.105,192.169.32.106,192.169.32.107
2345,Calpan,192.169.36.34,192.169.36.41,192.169.36.42,192.169.36.43
1912,Benito Juarez,192.169.18.242,192.169.18.249,192.169.18.250,192.169.18.251
2402,San Mateo Tlaixpan ,192.169.32.114,192.169.32.121,192.169.32.122,192.169.32.123
2461,San Marcos ,192.169.37.178,192.169.37.185,192.169.37.186,192.169.37.187
1901,Salinas,192.169.22.114,192.169.22.121,192.169.22.122,192.169.22.123
2471,Chalchicomula,192.169.38.34,192.169.38.41,192.169.38.42,192.169.38.43
2489,Tepeji del Rio ,192.169.31.178,192.169.31.185,192.169.31.186,192.169.31.187
1810,El Salitre,192.169.20.146,192.169.20.153,192.169.20.154,192.169.20.155
2507,Tetepango,192.169.35.130,192.169.35.137,192.169.35.138,192.169.35.139
2535,Santa Catarina Texcoco,192.169.38.210,192.169.38.217,192.169.38.218,192.169.38.219
1537,Jamay la Castañeda,192.169.27.34,192.169.27.41,192.169.27.42,192.169.27.43
2537,Tenango del Aire,192.169.38.242,192.169.38.249,192.169.38.250,192.169.38.251
2472,Atliztic,192.169.38.50,192.169.32.57,192.169.38.58,192.169.38.59
2536,Atlautla,192.169.38.226,192.169.38.233,192.169.38.234,192.169.38.235
1633,Santa Cruz ,192.169.17.162          ,192.169.17.169,192.169.17.170,192.169.17.171
2524,Ahualulco de Mercado,192.169.37.114,192.169.37.121,192.169.37.122,192.169.37.123
2315,Cuaplaxtla,192.169.34.226,192.169.34.233,192.169.34.234,192.169.34.235
2543,Santa Apolonia ,192.169.39.82,192.169.39.89,192.169.39.90,192.169.39.91
2509,Valle de Chalco,192.169.35.210,192.169.35.217,192.169.35.218,192.169.35.219
1599,Las Americas,192.169.16.18,192.169.16.25,192.169.16.26,192.169.16.27
2633,Jamapa,192.169.59.34,192.169.59.41,192.169.59.42,192.169.59.43
2423,Tenango de Doria,192.169.35.114,192.169.35.121,192.169.35.122,192.169.35.123
2429,Acolman de Nezahualcóyotl,192.169.35.226,192.169.35.233,192.169.35.234,192.169.35.235
2490,San Buenaventura,192.169.31.210,192.169.31.217,192.169.31.218,192.169.31.219
1430,Izamal,192.169.11.162,192.169.11.169,192.169.11.170,192.169.11.171
2550,Ojo de Agua,192.169.39.210,192.169.39.217,192.169.39.218,192.169.39.219
2549,Los Reyes Acozac,192.169.39.194,192.169.39.201,192.169.39.202,192.169.39.203
2564,Poza Rica,192.169.58.178,192.169.58.185,192.169.58.186,192.169.58.187
2568,Yanga,192.169.57.178,192.169.57.185,192.169.57.186,192.169.57.187
2584,Chontla,192.169.57.194,192.169.57.201,192.169.57.202,192.169.57.203
2514,San Miguel Acataln,192.169.36.98,192.169.36.105,192.169.36.106,192.169.36.107
1399,Xonacatlan,192.169.13.66,192.169.13.73,192.169.13.74,192.169.13.75
2470,Actipan de Morelos ,192.169.57.226,192.169.57.233,192.169.57.234,192.169.57.235
2513,Zoyatitla,192.169.36.82,192.169.36.89,192.169.36.90,192.169.36.91
1524,Tsucacab Centro,192.169.13.50,192.169.13.57,192.169.13.58,192.169.13.59
1522,Motul,192.169.12.66,192.169.12.73,192.169.12.74,192.169.12.75
2542,Santa Ana Nopalucan,192.169.39.66,192.169.39.73,192.169.39.74,192.169.39.75
2616,Jacona,192.169.58.34,192.169.58.41,192.169.58.42,192.169.58.43
2487,Melchor Ocampo,192.169.39.162,192.169.39.169,192.169.39.170,192.169.39.171
2511,San Pablo de las Salinas,192.169.36.2,192.169.36.9,192.169.36.10,192.169.36.11
2314,Contla,192.169.34.210,192.169.34.217,192.169.34.218,192.169.34.219
2237,Xoxocotla,192.169.55.242,192.169.55.249,192.169.55.250,192.169.55.251
2443,Concepcion de Buenos Aires ,192.169.37.50,192.169.37.57,192.169.37.58,192.169.37.59
2444,Tamazula de Gordiano,192.169.37.66,192.169.37.73,192.169.37.74,192.169.37.75
2523,Tecalitlan,192.169.37.98,192.169.37.105,192.169.37.106,192.169.37.107
2786,Cuitlahuac,192.169.59.18,192.169.59.25,192.169.59.26,192.169.59.27
2446,San Sebastian Del Sur,192.169.37.82,192.169.37.89,192.169.37.90,192.169.37.91
2589,Ocampo,192.169.58.66,192.169.58.73,192.169.58.74,192.169.58.75
